year,sentence
1943,"Februar 1943 , Marshall dispatch North Africa , General Dwight D Marshall state 1943 , Prior present war neve r heard land craft except rubber boat  Following tour duty chief staff commander air unit Atlantic Fleet first half 1943 , Sprague fit command carrier Intrepid operation Marshall Islands January 29Feb ruary 22 , 1944 Truk February 1944  Marshall support GYMNAST , British contingency plan base crossChannel invasion , ROUNDUP , 48 division invasion France project occur April 1943  early 1943 , Marshall reorganize army three major component Army Ground Forces , Army Service Forces , Army Air Forces  Geor ge , Battle November 25 , 1943 , 354 Burke , Arleigh , 354 definition , 354 description , 354 Kagawa Kiyoto , 354 precipitate event , 354 Capra , Frank Russell 18971991 , 354355 birth name , 354 date place birth , 354355 death , 355 Marshall , Geor ge C"
1943,"Roosevelt post July 1 , 1943 , de Gaulle become head Provisional French National Committee , Boisson dismiss  Roosevelt protest , de Gaulle order Boisson arrest December 15 , 1943  Brown commandant First Naval District 19421943 , naval aide President Roosevelt February 1943 December 1944 , Brown retire  Bullitt attempt threaten turn political scandal , Roosevelt finally accepted Welles resignation 1943 , although Bullitt loath do  Bullitt ran unsuccessfully mayor Philadelphia 1943 , Bullitt allege Roosevelt told fellow Democrats not support Roosevelt former ambassador  Roosevelt , British Prime Minister W inston Churchill 1943 Cairo Conference  Roosevelt , Combined Chiefs Staff met Casablan ca , Morocco , January 14 24 , 1943  Meeting Roosevelt May 1943 Washin gton , Roosevelt finally succumbed American pressure open second front follow summer  1943 , Roosevelt increase FEPC budget allow FEPC budget investigate discrimination claim committee parttime staff also become fulltime one  Holcomb reach mandatory retirement age August 1943 , Roosevelt retain Holcomb post  December 6 , 1943 , Roosevelt name General Dwight D Janua ry 1943 , President Roosevelt , British prime minister Winston L Hopkins , Special Assistant President Roosevelt , Memorandum Conversation Meeting Anthony Eden , March 27 , 1943 159  Roosevelt , August 24 , 1943 166  Hopkins , Special Assistant President Roosevelt , Memorandum Conversation Meeting Anthony Eden , March 27 , 1943I n r c n 1943 , President Franklin D Hopkins , Special Assistant President Roosevelt regard meeting Anthon Eden , March 27 , 1943 , PBS American Experience , httpwww .pbs.or gwgbhamexholocaustfilmmorereferenceprimarypresmemorandum.html  Roosevelt , August 24 , 1943Introduction August 1943 , Roosevelt Churchill staff met Quebec coordinate AngloAmerican military diplomatic strategy  Hopkins , Special Assistant President Roosevelt , Memorandum Conversation Meeting Anthony Eden , March 27 , 1943 , 2193 2194 159  Roosevelt , August 24 , 1943 , 2201 166  Hopkins , Special Assistant President Roosevelt , Memorandum Conversation Meeting Anthony Eden , March 27 , 1943 , 2193 2194 doc  Roosevelt , August 24 , 1943 , 2201 doc "
1943,"November 1943 , Stalin promote Bagramyan army general command 1st Baltic Front  January 1943 , Stalin appoint Buden ny commander Red Army Cavalry  Turnin g Point Roosevelt , Stalin , Churchill , Chiang Kaishek , 1943 Moscow , Cair , eheran Confer ences  addition , three leader gather major international summit conference Tehran November 1943 Yalta February 1945 , Churchill also met Stalin separately several occasion  Weinberg scholar believe Stalin may interested discussion conclusion Battle Kursk July 513 , 1943 , Weinberg become convinc ed Soviet Union could defeat Germany without longsought second front  1943 , conjunction fellow journalist Vasily Grossman , Ehrenbur g bega n edit Black Book , record depredation st Soviet Jewry basis firsthand testimony newly liberate area Stalin , however , prevent newly liberate area Stalin postwar publication  Turnin g Point Roosevelt , Stalin , Chur chill , ChiangKaiShek , 1943 Moscow , Cair , eheran Confer ences  Declarations Tehran Conference , November 28December 1 , 1943Introduction November 28 December 1 , 1943 , Churchill , Stalin , Roosevelt met Tehran discus future prosecution war  iii MILIT ARY CONCLUSIONS TEHRAN CONFE RENCE , 1 DECEMBER 1943 Conference 1Agreed Partisans Yugoslavia support supply equipment great possible extent , also commando operation 2Agreed , military point view , desira ble Turkey come war side Allies end year 3Took note Marshal Stalin statement Turkey found war Germa ny , result Bulgaria declare war Turkey attack , Soviet Union would immediately war Bulgaria "
1944,"Blumentritt association Kluge others involve effort overthrow Adolf Hitler lead Adolf Hitler temporary suspension early September 1944  Ullstein Bild via Getty Images Implicated July 1944 bomb plot German leader Adolf Hitler although German leader Adolf Hitler not take active role , Canaris arrest afterward  Adolf Hitler promptly reassigne Choltitz , promote Adolf Hitler General Infantry appoint Adolf Hitler commander great Paris area August 7 , 1944  Adolf Adolf Hitler launch Battle Bulge Ardennes Offensive December 16 , 1944 , Eisenhower , among senior Allied commander , first recogni zed scope intensity Germany sattack also key vulnera bility German scheme maneuver  August 7 , 1944 , German force counterattacked element four panzer division express order Adolf Hitler recommendation Field Marsh al Gnther Hans von Kluge , commander Army Group B commander chief , west  July Bomb Plot July 20 , 1944 Assassination attempt Adolf Adolf Hitler life  effort kill Adolf Hitler July 20 , 1944 , , however , visible sign resistance fhrer last string assassination plot  Adolf Hitler promote Mante uffel general panzer troop September 1944 place Adolf Hitler command Fifth Panzer Army , engage YOU.S  end June 1944 , Adolf Hitler appoint Rendulic commander Twentieth Mountain Army , rank colonel general  Harnack contact include not industrial leader also several military political figure later involve July 1944 bomb plot Nazi leader Adolf Hitler  August 1944 , German leader Adolf Hitler direct accelerate program begin strengthen West Wall response Allied advance France , defense limited shortage troop , artillery , ammunition  Stauffenberg , Claus Philipp Schenk von 19071944 German Army colonel attempt assassinate Adolf Hitler 1944  German Army major Claus Schenk von Stauf fenber g lead July 1944 assassination attempt Adolf Hitler  Adolf Hitler refuse , January 5 , 1944 , Soviet Army general Ivan Konev 2nd Ukrainian Front drove southwest vicinity Cherkassy  Allied landing Normandy June 6 , 1944 , force decision , six day later , Adolf Hitler order offensive commence  Z Plan Z Plan origin early 1930s base Adolf Hitler assertion major military undertaking would initiate 1944 1945 "
1944,"Germans held Campioni prisoner Schokken Skoki Poland January 1944 , turn Benito Mussolini puppet Italian Social Republic northern Italy jail Verona "
1944,"Stalin resent AngloAme rican failure open second front Europe June 1944 , decision due considerable part Churchill fear Britain United States launch invasion Western Europe soon , campaign would degenerate bloody trench warfare resembl ing 1914 1918  Stalin agree meeting , Churchill , Foreign Minister Anthony Eden , chief Imperial General Staff General Alan Brooke flew Moscow , Churchill , Foreign Minister Anthony Eden , chief Imperial General Staff General Alan Brooke stayed October 9 18 , 1944  Churchill assign Fraser command Pacific Fleet late 1944  approximately time , October 1944 Churchill journeyed Moscow meet Soviet leader Joseph Stalin  De Gaulle dislike Spears lead Churchill remove Spears late 1944  , 134 outcome , 134 photograph , 134 purpose , 133 Arakan Campaign , Second December 1943July 1944 , 134135 British objective , 135 description , 135 geographic location , 134 outcome , 135 Stilwell , Joseph , 134 Arcadia Conference December 22 , 1941January 14 , 1942 , 135136 , 1278 Churchill , W inston L See Eden , Sir Robert Anthony 18971977 Avranches , Battle August 712 , 1944 , 191192 description , 191 Hitler , Adolf , , 191 location , 191 result , 191 Axis Sally 19001988 , 192 arrest , 192 broadcaster , 192 date place birth , 192 death , 192 education , 192 Home Sweet Home broadcast , 192 Koischwitz , Max Otto , , 192 Midge Medical Reports , 192 real name , 192 role , 192as teacher , 192 treason trial , 192Bab el Mandeb Strait , 193 primary shipping channel , 193 Seven Brothers , 193 significance , 193 size , 193 Babi ar Massacre September 2930 , 1941 , 193195 Blobel , Paul , 193 , 194 description , 194 discovery , 195 Eberhard , Kurt , 194 Einsatzgruppen , 193 , 194 German justification , 194 German SS troop prepare execute Kiev Jews , 194 image number people murder , 194 Operation SONDERAKTION special action , 194 procedure use , 194 significance , 195 Sonderkommando 4a , 193194 Baby Blitz JanuaryMay 1944 , 195 definition , 195 description , 195 loss , 195 result , 195 BachZelewski , Erich von dem 18991973 , 196 antiJewish massacre , 196 Blood Pur ge 1934 , 196 brutality , 196 date place birth , 196 death , 196 Iron Cross award , 196 Nurember g trial , 196 promotion command , 196 special labor sentence , 196 Warsaw Rising , 196 W orld W ar , 196 Bader , Sir Douglas Robert Steuart 19101982 , 196197 Battle Britain , 196 Big W ing concept , 196 command 242 Squadron , 196 command Number 1 1 Wing , 196 death , 197 double amputee , 196 fame , 196 prisoner war , 197 Reach Sky book movie , 197 Badoglio , Pietro 18711956 , 197198 , 375 Battle Caporetto , 197 date place birth , 197death , 198 Duke Addis Ababa , 197 governor Italian North Africa , 197 head Italian government , 197198 military career , 197 photograph , 197 Bagramyan , Ivan Khristoforovich 18971982 , 198199 combat action , 198 date place birth , 198 education , 198 Kharkov disaster , 198 Operation RZHEV SYCHEV , 198 promotion command , 198 Stalin , Joseph , , 198 BAGRA TION , Operation June 22August 29 , 1944 , 199201 , 1353 BrodyLwow battle , 307 description , 199 , 201 force involve , 199 German loss , 201 map destruction Army Group Center 1945 , 200 name , 199 outcome , 199 reason , 199 significance , 199 , 201 start date , 199 success , 201 Bai Chongxi 18931966 , 201202 19461949 Chinese Civil W ar , 201 command , 201 date place birth , 201 death , 201 education , 201 Guangxi Clique , 201 Guomindang GMD , Nationalists , 201 military career , 201202 National Aeronautical Council , 201 protract war theory , 201 reputation , 202 SinoJapanese W ar , 201 Taierzhuang Taierhchuang Campaign , 201 Balbo , Italo 18961940 , 202 date place birth , 202 death , 202 Fascist Party , 202 Italian Air Force , 202 Libya , 202 minister aviation , 202 Mussolini , 202outspokenness , 202 photograph , 202 political threat , 202 Balck , Hermann 18931984 , 202204 , 1108 combinedarms battle group Kampfgruppe , 203 date place birth , 202 death , 203 education , 203 father , 202203 obscurity , 203 Panzer Battles Mellenthin , 203 promotion command , 203 reputation , 203 W orld W ar , 203 Baldwin , Stanley 18671947 , 204 Britain war debt , 204 date place birth , 204 death , 204 education , 204 father , 204 Locarno Pacts , 204 postW orld W ar II reputation , 204 prime minister , 204 rearmament , 204 significance , 204 Balikpapan , Battle January 24 , 1942 , 204205 description , 205 Destroyer Division 59 , 204 , 205 outcome , 204 precipitate event , 204205 significance , 204 Balkans Theater , 205208 Allied commando raid , 208 Balkan Peninsula , geographic position , 205 British Expeditionary Force BEF , 207 British Royal Navy loss , 207 Bukovina , 206 Chetniks , 207 Churchill , W inston L"
1944,"General Douglas MacArthur present December 1944  early 1944 , General Douglas MacArthur Allied force Southwest Pacific Area SWP advance along northeast ern coast New Guinea  fall 1944 , marine infantry aviation force support Gene ral Douglas MacArthur advance Philippines  677 , Statement General Douglas MacArthur Seizure Northern Solomon Islands , New Geor gia , February 16 , 1944 183  845 , Statement General Douglas MacArthur Capture Sansapor , New Guinea , August 1 , 1944 196  General Douglas MacArthur , Radiogram Commander , Allied Air Forces , Commander Chief , Pacific Ocean Areas , September 2 , 1944 200  General Douglas MacArthur Major General John Hilldring , September 2 , 1944 201  General Headquarters , Southwest Pacific Area , Special Communiqu , Statement General Douglas MacArthur Leyte Island Landings Philippines , October 20 , 1944 204  677 , Statement General Douglas MacArthur Seizure Northern Solomon Islands , New Georgia , February 16 , 1944Introduction February 1944 , General Douglas MacArthur issue press statement mark Allied capture Northern Solomon Islands , brought Solomon Campaign close  691 , Statement General Douglas MacArthur Bismarck Campaign , March 1 , 1944Introduction end February 1944 , Allied force General Douglas MacArthur command Southwest Pacific theater undertook risky series landing Admiralty Islands Bismarck Sea  745 , Statement General Douglas MacArthur Hollandia Landings , April 25 , 1944Introduction Continuing General Headquarters , Southwest Pacific Area , Communiqu policy chip away Japanese conquest Pacific , April 1944 Allied force command General Douglas MacArthur land Hollandia Aitape Dutch New Guinea  General Headquarters , Southwest Pacific Area , Special Communiqu , Statement General Douglas General Douglas MacArthur Leyte Island Landings Philippines , October 20 , 1944Introduction October 1944 , General Douglas General Douglas MacArthur force launch Philippine Cam paign , begin ninemonth effort retake former YOU.S  677 , Statement General Douglas MacArthur Seizure Northern Solomon Islands , New Geor gia , February 16 , 1944 , 22272228 183  845 , Statement General Douglas MacArthur Capture Sansapor , New Guinea , August 1 , 1944 , 2241 196  General Douglas MacArthur , Radiogram Commander , Allied Air Forces , Commander Chief , Pacific Ocean Areas , September 2 , 1944 , 2246 200  General Douglas MacArthur Major General John Hilldring , September 2 , 1944 , 2247 201  General Headquarters , Southwest Pacific Area , Special Communiqu , Statement General Douglas MacArthur Leyte Island Landings Philippines , October 20 , 1944 , 2249 2250 204  677 , Statement General Douglas MacArthur Seizure Northern Solomon Islands , New Geor gia , February 16 , 1944 , 22272228 doc  845 , Statement General Douglas MacArthur Capture Sansapor , New Guinea , August 1 , 1944 , 2241 doc  General Douglas MacArthur , Radiogram Commander , Allied Air Forces , Commander Chief , Pacific Ocean Areas , September 2 , 1944 , 2246 doc  General Douglas MacArthur Major General John Hilldring , September 2 , 1944 , 2247 doc  General Headquarters , Southwest Pacific Area , Special Communiqu , Statement General Douglas MacArthur Leyte Island Landings Philippines , October 20 , 1944 , 22492250 doc "
1944,"Quezon die Saranac Lake , New York , August 1 , 1944 , month President Franklin D February 1944 , President Franklin D Roosevelt select Truman Truman run mate 1944 , Truman sworn vice president January 1945.Roosevelt not share Truman Truman think many significant war related issue , Truman thus poorly prepared becom e president President Franklin D Roosevelt , State Union Message Congress , January 11 , 1944 , Franklin D"
1944,"Eastern Front static several month Allied fensive west gain ground , September 1944 Hitler conceiv ed sudden offensive Ardennes region take Western Allies surprise , break Western Allies front , recapture Belgian port Antwerp  Relieved command September 1944 , Blaskowitz return command Army Group H Holland January 1945 , Hitler demonstrate compassion Dutch permit medical supply food Allied advance  KeystoneGetty Images 1944 Bock nephew , Henning von Tresckow , approach possibility join July bomb plot Hitler  June 1944 , Braun sister Gretl married Hermann Fegelein , liaison officer Hitler staff aide Reichsfhrer SS Heinrich Himmler  June 23 , 1944 , visit Hitler , Dietl die Hitler airplane crashed near Hochwedel Austria  Fromm best remember Fromm role July 20 , 1944 , plot Hitler  December 1944 , Gehlen promote major general , April 1945 Hitler dismiss Hitler head FHO , tell Hitler general Gehlen unreliable defea tist  fall 1944 follow destruction German Army Group Center Soviet Union Western Allies breakout Normandy , Japanese official try convince Hitler seek peace  1944 , Hitler persona lly order InfantrieLe hr Anzio block Allied landing  Others opposition , however , believe assassinate Hitler certain course action , early July 1944 Goerdeler reluctantly agree  failure July 20 , 1944 , bomb plot Hitler , Goerdeler go hiding  result exchange , Halder imprison Flossenbr g concentration camp aftermath July 20 , 1944 , attempt Hitler life  July 20 , 1944 , assassination attempt fail kill Hitler , Gestapo execute Albrecht sent Haushofer family Dachau concentration camp  fail July 1944 bomb plot Hitler , Himmler take command Ersatzheer Replacement Army  July 20 , 1944 , Colonel Claus von Stauf fenber g , leader German opposition Hitler , place bomb Wolfsschanze , Hitler headquarters East Prussia  Hoepner deeply involve fail July 20 , 1944 , plot Hitler , General Friedrich Fromm designate take command Replace ment Army General Friedrich Fromm prove unreliable  Aware activity determine keep Hungary war Horthy side , Hitler sent German troop occupy country March 19 , 1944 , although Horthy allow remain Horthy post  March 19 , 1944 , Hitler therefore sent German troop occupy country force country continued participation German side  July 20 , 1944 , meeting Hitler General Staff near Rastenbur g , East Prussia Ketrzyn , Poland , Stauf fenber g arm bomb conceal Hitler briefcase , set bomb conceal briefcase six foot fhrer , slip meeti ng signal start coup dtat  Kaltenbrunner power increase greatly July 20 , 1944 , attempt Hitler life  Havin g lose confidence whereon Kleist , Hitler relieve Hitler command March 1944 , whereon whereon Kleist assign Fhrer Reserve  Following bomb attempt Hitler life July 20 , 1944 , Kluge come increase suspicion  Aware Kluge would implicate conspiracy Hitler depressed military situation , Kluge commit suicide V almy , France , August 19 , 1944  Mackensen not get along well Field Marshal Albert Kesselring , though , Hitler blame Mackensen loss Rome , relieve Mackensen command June 1944  Manstein decline participate July 1944 putsch Hitler  accordance Septem ber 19 , 1944 , armistice end Finnish participation war , Finland help eject German force German soil , Hitler refuse extract German force  aftermath fail July 1944 bomb plot intend kill Hitler , Paulus make antiNazi broadcast Soviets  Bonhoef fer paid Hitler elevation individual conscience Hitler involvemen July 1944 plot Hitler life Hitler life April 1945  July 17 , 1944 , Rommel badly wound air attack caught Hitler staff car road  Frustrated Hitler lack influe nce , Rosenber g attempt resign October 1944 , Hitler never answer Hitler letter  June 6 , 1944 , Normandy landing , urge Hitler make peace  October 15 , 1944 , Hungarian leader try leave war , Hitler sent Major Skorzeny Hitler comman do country  late October , Hitler personally promote Skorzeny lieutenant colonel WaffenSS charge Hitler responsibility covert operation upcoming Ardennes Offensive December 16 , 1944 January 25 , 1945  name appear list putative minister attempt coup July 20 , 1944 friendship Hitler fact list someone approach attempt coup save  Speidel not part inner circle officer carry July 20 , 1944 , assassination attempt Hitler , however , undoubtedly save Speidel life  Warlimont injured July 20 , 1944 , bomb plot Hitler  Hitler also suffer consequence strategic overreach 1944 , Hitler 365,000 Hitler best troop Norway , serious drain Hitler badly stretch resource  bomb plot assassinate Hitler carry July 20 , 1944 , Witzleben assume position commander chief arm force thereafter  gain enmity Keitel Jodl , dumbfound Hitler prosecution war , frustrate Hitler inability affect decision , Zeitzler simply walk f job June 30 , 1944 , reason health  July 20 , 1944 German Opposition Hitler Viewed eign Historians  See Eden , Sir Robert Anthony 18971977 Avranches , Battle August 712 , 1944 , 191192 description , 191 Hitler , Adolf , , 191 location , 191 result , 191 Axis Sally 19001988 , 192 arrest , 192 broadcaster , 192 date place birth , 192 death , 192 education , 192 Home Sweet Home broadcast , 192 Koischwitz , Max Otto , , 192 Midge Medical Reports , 192 real name , 192 role , 192as teacher , 192 treason trial , 192Bab el Mandeb Strait , 193 primary shipping channel , 193 Seven Brothers , 193 significance , 193 size , 193 Babi ar Massacre September 2930 , 1941 , 193195 Blobel , Paul , 193 , 194 description , 194 discovery , 195 Eberhard , Kurt , 194 Einsatzgruppen , 193 , 194 German justification , 194 German SS troop prepare execute Kiev Jews , 194 image number people murder , 194 Operation SONDERAKTION special action , 194 procedure use , 194 significance , 195 Sonderkommando 4a , 193194 Baby Blitz JanuaryMay 1944 , 195 definition , 195 description , 195 loss , 195 result , 195 BachZelewski , Erich von dem 18991973 , 196 antiJewish massacre , 196 Blood Pur ge 1934 , 196 brutality , 196 date place birth , 196 death , 196 Iron Cross award , 196 Nurember g trial , 196 promotion command , 196 special labor sentence , 196 Warsaw Rising , 196 W orld W ar , 196 Bader , Sir Douglas Robert Steuart 19101982 , 196197 Battle Britain , 196 Big W ing concept , 196 command 242 Squadron , 196 command Number 1 1 Wing , 196 death , 197 double amputee , 196 fame , 196 prisoner war , 197 Reach Sky book movie , 197 Badoglio , Pietro 18711956 , 197198 , 375 Battle Caporetto , 197 date place birth , 197death , 198 Duke Addis Ababa , 197 governor Italian North Africa , 197 head Italian government , 197198 military career , 197 photograph , 197 Bagramyan , Ivan Khristoforovich 18971982 , 198199 combat action , 198 date place birth , 198 education , 198 Kharkov disaster , 198 Operation RZHEV SYCHEV , 198 promotion command , 198 Stalin , Joseph , , 198 BAGRA TION , Operation June 22August 29 , 1944 , 199201 , 1353 BrodyLwow battle , 307 description , 199 , 201 force involve , 199 German loss , 201 map destruction Army Group Center 1945 , 200 name , 199 outcome , 199 reason , 199 significance , 199 , 201 start date , 199 success , 201 Bai Chongxi 18931966 , 201202 19461949 Chinese Civil W ar , 201 command , 201 date place birth , 201 death , 201 education , 201 Guangxi Clique , 201 Guomindang GMD , Nationalists , 201 military career , 201202 National Aeronautical Council , 201 protract war theory , 201 reputation , 202 SinoJapanese W ar , 201 Taierzhuang Taierhchuang Campaign , 201 Balbo , Italo 18961940 , 202 date place birth , 202 death , 202 Fascist Party , 202 Italian Air Force , 202 Libya , 202 minister aviation , 202 Mussolini , 202outspokenness , 202 photograph , 202 political threat , 202 Balck , Hermann 18931984 , 202204 , 1108 combinedarms battle group Kampfgruppe , 203 date place birth , 202 death , 203 education , 203 father , 202203 obscurity , 203 Panzer Battles Mellenthin , 203 promotion command , 203 reputation , 203 W orld W ar , 203 Baldwin , Stanley 18671947 , 204 Britain war debt , 204 date place birth , 204 death , 204 education , 204 father , 204 Locarno Pacts , 204 postW orld W ar II reputation , 204 prime minister , 204 rearmament , 204 significance , 204 Balikpapan , Battle January 24 , 1942 , 204205 description , 205 Destroyer Division 59 , 204 , 205 outcome , 204 precipitate event , 204205 significance , 204 Balkans Theater , 205208 Allied commando raid , 208 Balkan Peninsula , geographic position , 205 British Expeditionary Force BEF , 207 British Royal Navy loss , 207 Bukovina , 206 Chetniks , 207 Churchill , W inston L See BAGRA TION , Operation June 22August 29 , 1944 Belov , Pavel Alekseyevich 18971963 , 241242 cavalry corp , 241 , 242 combat action , 242 command , 241 , 242 date place birth , 241 death , 242 military education , 241 postW orld W ar II , 242 Russian Civil W ar , 241 Bene , Edvard 18841948 , 242243 coup detat 1948 , 243 Czechoslovakian National Council , 242 date place birth , 242 death , 243 dismemberment Czechoslovakia , 243 education , 242 foreign minister , 242 Hitler , Adolf , 242 League Nations , 242 Little Entente , 242 Masaryk , oma G defeat , 324 controversial , 327 December 1944 , 327description , 324327 early British loss , 324325 February 3 , 1944 , 326 Hukawng V alley , 326 Hutton , Thomas , 323 Iida Shjir 323 , 324 , 325 , 326 ImphalKohima Plain Manipur , 326 Japanese military aim , 323324 Japanese railroad across Burma , 326 Kawabe Masakazu , 326 Kimura Heitaro , 327 lack Chinese support , 327 longrange penetration attack , 325 major Allied problem , 325 malaria , 327 Mandalay , capture , 327 map Burma , 19431945 , 323 March 21 , 1942 , 324 May rainy season , 325 Meiktila , capture , 327 Merrill Marauders , 326 mobilize Burmese nationalist , 324 Mountbatten , Louis , 326 Mutaguchi Renya , 326 Myitkyana , take , 327 Nationalist Chinese Fifth Sixth Armies , 324325 natural feature Burma , 323 northern Burma , drive , 325326 October 1943 , 326 precipitate event , 323 raid March 1944 , 326327 raid Magwe , 325 rail line Assam , 326 railroad across Burma , 326 Rangoon , British abandonment , 324 Rangoon , recapture , 327 Royal Air Force RAF , 325 Royal Navy , 325 Sittang , 324 Slim , W illiam , 324 , 325 , 326 stalemate Hukawng V alley , 326 Stilwell , Joseph , 323 , 324 , 325 , 326 , 327 Sultan , Daniel , 327 Terauchi Hisaichi , 326 Toungoo , 324 Wavell , Archibald , 325 Wingate , Orde , 325 , 326 Burns , Eedson Louis Millard 18971985 , 328date place birth , 328 death , 328 leadership style , 328 military education , 328 postW orld W ar II , 328 promotion command , 328 W orld W ar , 328 Burress , W ithers Alexander Pinky 18941977 , 328329 command , 329 date place birth , 328 death , 329 military education , 328 military instructor , 328 nickname , 328 promotion , 329 Vosges Mountains Campaign , 329 W orld W ar , 328 BURZA , Operation , 1774 Busch , Ernst 18851945 , 329 combat action , 329 command , 329 date place birth , 329 death , 329 military education , 329 Operation BAGRA TION , 329 Operation BARBAROSSA , 329 promotion , 329 support Hitler , 329 W orld W ar , 329 Bush , V annevar 18901974 , 329330 date place birth , 329330 death , 330 education , 330 first electronic analog computer , 330 Manhattan Project , 329 , 330 National Defense Research Committee NDRC , 330 National Science Foundation , 330 position held , 330 relationship science government , 330 reputation , 330 Science Endless Frontier report , 330 W e May Think essay , 330 W orld W ar , 330 bushido , 330332 bushidobased training indoctrination , 331 Confucianism , 330 definition , 330 emperor , 331explanation nature , 330 Japanese treatment Allied prisoner , 331 loyalty , 330 , 331 pattern Japanese resistance , 331 root , 330 samurai cultural influence , 330331 suicidal resistance , 331 translation , 330 Zen Buddhism , 330 Butler , Frederick B invasion July 24August 1 , 1944 , 16431645 casualty count , 1645 command ficers involve , 1644 consequence , 1645 description , 16441645 importance , 1644 location inian , 1643 Operation FORAGER , 1643 photograph , 1644 purpose , 1644 size inian , 1643 Tirpitz , attack 19411944 , 16451646 armament , 1645 date commission , 1645 description , 1645outcome , 1645 reason , 1645 specification , 1645 Tait , James Brian W illie , 1645 Tiso , Jozef 18871947 , 482 , 1646 consequence , 1646 date place birth , 1646 death , 1646 hang , 1646 Hitler , Adolf , 1646 ordination priest , 1646 photograph , 1646 Slovak People Party SPP , 1646 Slovak Republic president , 1646 treatment Slovakian Jews , 1646 war crime trial , 1646 Tito 18921980 , 16461647 combat action , 1646 1647 Communist Party ugoslavia , 1647 consolidation power , 1647 date place birth , 1646 death , 1647 foreign policy , 1647 imprisonment , 1647 National Front , 1647 photograph , 1840 prisoner war , 1647 Russian Civil W ar , 1647 Titos Partisans , 1647 trade , 1646 Tizard , Sir Henry Thomas 18851959 , 16471648 date place birth , 1647 death , 1648 education , 1647 experimental equipment ficer , 1647 Magdalen College , 1648 military service , 1647 Oxford , 1647 rector Imperial College Science echnology , 16471648 scientific intelligence , 1648 Tizard Committee , 1648 Tobruk , First Battle January 622 , 1941 , 1648 definition , 1648 description , 1648 location , 1648 loss , 1648 Operation COMP ASS , 1648 outcome , 1648strength force , 1648 Tobruk , Second Battle April 1941January 1942 , 16491650 command ficers involve , 1649 consequence , 1650 definition , 1649 description , 16491650 destruction Duisbur g convoy , 1650 force involve , 1649 Giovani Fascisti oung Fascists volunteer unit , 1650 location , 1649 loss , 1650 Operations BREVITY BATTLEAXE , 1649 photograph , 1649 Tobruk , Third Battle June 2021 , 1942 , 16501652 command ficers involve , 1650 component obruk garrison , 1650 consequence , 1661 description , 1651 deteriorate defense , 1650 Klopper , Hendrik B"
1944,"Ultimately , Jiang insistence , Roosevelt withdrew Stilwell 1944  Stilwell , wit end , reach impasse Jiang recall Washington October 1944  next year , United States continued pressure Jiang allow mission go forward , not June 1944 visit YOU.S  Jiang insistence , 1944 Roosevelt withdrew Stilwell China  October 1944 , Stilwell recall Jiang request , China BurmaIndia theater separate China theater Burma India theater  Roosevelt urge Jiang place Stilwell promote temporary genus l August 1944 command Chine se force , Jiang refuse demand Stilwell relief  Octob er 1944 , Wedemeyer replace Stilwell soon developed far less antagonistic work relationship Jiang  Jiang reluctance take offensive Jiang eagerness conserve Jiang resource postwar battle Communists Jiang already anticipate also irk Stilwell , Roosevelt administration withdrew Jiang request 1944 Jiang relation Guomindang leader deteriorate point become unworkable "
1944,"Joseph Stalin plan expand Soviet sphere interest threaten British proposal send force Adriatic autumn 1944 perhaps move Carpathian Basin  Joseph Stalin determine forestall British presence area , October 28 , 1944 , Joseph Stalin order capture Budapest  Soviet leader Joseph Stalin would not travel Soviet Union , September 27 , 1944 , Churchill ask Soviet leader Joseph Stalin receive small British delegatio n discus relate issue , include entry Soviet Union war Japan  approximately time , October 1944 Churchill journeyed Moscow meet Soviet leader Joseph Stalin  vital Rotmistrov successful outcome Soviet plan destroy Germ Army Group Center Joseph Stalin personally urge Lazar Kaganovich , head railway , Army General Andrei Vasilevich Khrulev , head home front service , guarantee Fifth Guards Tank Army would position start date June 22 , 1944  Germans manage hold Partisans eastern Serbia , July 1944 Tito ask Soviet leader Joseph Stalin divert Soviet Red Army toward Belgrade hasten defeat 60,000 70,000remaining etn iks Axis occupation force  Roosevelt Prime Minister Winston Chur chill Joseph Stalin , August 20 , 1944 think world opinion antiNazis Warsaw effect abandon "
1944,"amphibious operation , conduct Marshall Islands January February 1944  Marshall strong supporter opening second front Europe , campaign ultima tely defer June 1944  Marshall first promote newly authorize fivestar rank general army December 1944  beginni ng 1944 , Marshall Islands form outermost Japanese defensive barrier Central Pacific  early 1944 , also charge landing Marshall Islands Kwajalein January 29 Eniwetok February 22  Marshall , July 5 , 1944 192  Marshall , September 14 , 1944 202  Marshall , November 1 1 , 1944 205  Marshall , December 5 , 1944 207  Marshall , November 11 , 1944Introduction November 1944 , supreme commander Allied force Europe General Eisenhower described YOU.S  Marshall , July 5 , 1944 , 2237 192  Marshall , September 14 , 1944 , 2247 2248 202  Marshall , November 1 1 , 1944 , 2250 2251 205  Marshall , December 5 , 1944 , 2252 207  Marshall , July 5 , 1944 , 2237 doc  Marshall , September 14 , 1944 , 22472248 doc  Marshall , November 1 1 , 1944 , 22502251 doc  Marshall , December 5 , 1944 , 2252 doc "
