date,sentence,lvl1
2003,"New ork Metropolitan Books , 2003 ",relevant
2001,"New ork Oxford , 2001 ",relevant
2001,"Stanford , CA Stanford University Press , 2001 ",irrelevant
1952,"London Allen Unwin , 1952 ",relevant
2001,"Boston Houghton Mifflin , 2001 ",relevant
1966,"Princeton , NJ Princeton University Press , 1966 ",irrelevant
1972,"New ork Knopf , 1972 ",relevant
1940,Collapse Third Republic Inquiry Fall France 1940 ,relevant
1969,"New ork Simon Schuster , 1969.Germany Barnett , Correlli ",relevant
1989,"New ork Grove W eidenfeld , 1989 ",relevant
1960,"New ork CowardMcCann , 1960 ",relevant
1981,"Totowa , NJ Barnes Noble , 1981 ",irrelevant
1987,"New ork Oxford , 1987 ",relevant
1970,"Dutton , 1970 ",irrelevant
1972,"New ork Macmillan , 1972 ",relevant
1975,"New ork Knopf , 1975 ",relevant
1968,"Minneapolis University Minnesota Press , 1968 ",irrelevant
1938,"Hitler Generals Hidden Crisis , JanuaryJune , 1938 ",relevant
1974,"Minneapolis University Minnesota Press , 1974 ",irrelevant
1970,"New York Pantheo n Books , 1970 ",relevant
1995,"Lexington University Press Kentucky , 1995 ",irrelevant
1990,"New ork Oxford University Press , 1990 ",relevant
1998,"College Station exas University Press , 1998 ",irrelevant
1966,"New York Macmillan , 1966 ",relevant
1970,"New York Coward McCann , 1970 ",relevant
1976,"Lincoln University Nebraska Press , 1976 ",irrelevant
1978,"New ork V iking , 1978 ",relevant
1944,"July 20 , 1944 German Opposition Hitler Viewed eign Historians ",relevant
1969,"Bonn Press Information fice Federal Government , 1969 ",irrelevant
1987,"New ork Oxford , 1987 ",relevant
2000,"Lawrence University Press Kansas , 2000 ",irrelevant
1965,"London University London , Athlone , 1965 ",irrelevant
1939,"Neither Sharks Wolves Men Nazi Germany YOUBoat Arm , 1939 1945 ",relevant
1999,"Annapolis , MD Naval Institute Press , 1999 ",irrelevant
1983,"New ork Stein Day , 1983 ",relevant
1973,"New York Norton , 1973 ",relevant
1960,"New York Simon Schuster , 1960.Stein , George H",relevant
1966,"Ithaca , NY Cornell University Press , 1966 ",relevant
1952,"New York Simon Schuster , 1952 ",relevant
1965,"New York Holt , Rinehart W inston , 1965 ",relevant
1918,"Vanguar Nazism Free Corps Movement PostW ar Germany , 1918 1923 ",relevant
1952,"Cambridge , Harvard University Press , 1952 ",irrelevant
1964,"Praeger , 1964 ",irrelevant
1964,"Martin , 1964.Ireland Fisk , Robert ",relevant
1983,"Philadelphia University Pennsylvania Press , 1983.Italy Agarossi , Elena ",relevant
1943,National Collapse Italian Surrender September 1943 ,irrelevant
2000,"New York Cambridge University Press , 2000 ",relevant
1986,"Martin , 1986 ",relevant
1978,"New ork Pantheon , 1978 ",relevant
1982,"New ork V iking , 1982.Japan Andrieu dAlbas , Emmanuel M",relevant
1957,"New York DevinAdair , 1957 ",relevant
1987,"New ork Oxford University Press , 1987 ",relevant
1971,"New ork Morrow , 1971 ",relevant
1967,"New York McGrawHill , 1967 ",relevant
1999,"New ork Norton , 1999 ",relevant
1940,"Japan Role Southeast Asian Natio nalist Movements , 1940 1945 ",relevant
1953,"Cambridge , Harvard University Press , 1953 ",irrelevant
1997,"Annapolis , MD Naval Institute Press , 1997 ",irrelevant
1991,"New ork Random House , 1991 ",relevant
1995,"New ork Norton , 1995 ",relevant
1978,"New York Pantheon , 1978 ",relevant
1941,Japan Decision War Recor d 1941 Policy Confer ences ,relevant
1967,"Stanford , CA Stanford University Press , 1967 ",irrelevant
1954,"New York Oxford University Press , 1954 ",relevant
1992,"Sharpe , 1992 ",irrelevant
1970,"New York Random House , 1970 ",relevant
1989,"New ork Free Press , 1989.Poland Ciechanowski , Jan M",relevant
1944,W arsaw Rising 1944 ,relevant
1974,"New ork Cambridge University Press , 1974 ",relevant
2004,"New ork V iking , 2004 ",relevant
2012,"Cambridge Harvard University Press , 2012 ",irrelevant
1978,"New York Columbia University Press , 1978 ",relevant
2012,"New ork Hippocrene Books , 2012 ",relevant
1983,"Princeton , NJ Princeton University Press , 1983 ",irrelevant
2006,"New ork Penguin , 2006 ",relevant
1972,"Cambridge , MIT Press , 1972 ",irrelevant
1965,"Princeton , NJ Princeton University Press , 1965 ",irrelevant
1961,"New ork Harper Brothers , 1961.Soviet Union Bialer , Seweryn ",relevant
1969,"New York Pegasus , 1969 ",relevant
1963,"New York Praeger , 1963 ",relevant
2006,"New , CT Yale University Press , 2006 ",relevant
2002,"Princeton , NJ Princeton University Press , 2002 ",irrelevant
1964,"New ork Dutton , 1964.United Kingdom Addison , Paul ",relevant
1945,Road 1945 British Politics Second W orld W ar ,relevant
1975,"London Cape , 1975 ",relevant
1941,"Darkes Year Britain Alone , June 1940June 1941 ",irrelevant
1973,"Garden City , NY Doubleday , 1973 ",relevant
1960,"Garden City , NY Doubleday , 1960 ",relevant
1991,"New York Norton , 1991 ",relevant
1969,"New ork Pantheon , 1969 ",relevant
1989,"New ork Norton , 1989 ",relevant
1971,"New ork Random House , 1971 ",relevant
2010,"New ork Random House , 2010 ",relevant
1940,1940 Myth Reality ,irrelevant
1991,"Dee , 1991 ",irrelevant
1999,"Westport , CT Greenwood , 1999 ",irrelevant
1995,"New ork Knopf , 1995.United States America Buchanan , Albert Russell ",relevant
1964,"New York Harper Row , 1964 ",relevant
1991,"New ork Praeger , 1991 ",relevant
1969,"New ork Macmillan , 1969 ",relevant
1994,"New ork Simon Schuster , 1994 ",relevant
1963,"Baltimore Johns Hopkins University Press , 1963 ",relevant
1982,"Annapolis , MD Naval Institute Press , 1982 ",irrelevant
1987,"DeKalb Northern Illinois University Press , 1987 ",irrelevant
1995,"Dee , 1995 ",irrelevant
1999,"New ork Oxford University Press , 1999 ",relevant
1987,"New ork Scribner , 1987 ",relevant
1941,"Surrender Survival Experience American POWs Pacific , 1941 1945 ",relevant
1985,"Morrow , 1985 ",irrelevant
1997,"New York Free Press , 1997 ",relevant
1945,"Holt , 1945 ",relevant
1977,"College Station exas University Press , 1977 ",irrelevant
1963,"Boston Little , Brown , 1963 ",relevant
1975,"Detroit Wayne State University Press , 1975 ",relevant
1991,"New York Random House , 1991 ",relevant
1993,"New York Random House , 1993 ",relevant
1984,"New York Pantheon Books , 1984 ",relevant
1957,"Naval Institute , 1957 ",irrelevant
1963,"New ork V iking , 1963.Bosworth , R",relevant
1993,"New ork Routledge , 1993 ",relevant
1967,"New ork Harper Row , 1967 ",relevant
1993,"New York Bantam , 1993 ",relevant
1979,"New York Mayflower Books , 1979 ",relevant
1986,"New York Holt , Rinehart W inston , 1986 ",relevant
2001,"New ork Norton , 2001 ",relevant
1961,"Chicago Quadrangle Books , 1961 ",irrelevant
1964,"New ork Grove , 1964 ",relevant
2008,"New , CT Yale , 2008 ",relevant
1980,"Boston Little , Brown , 1980 ",relevant
1987,"New ork Harper Row , 1987 ",relevant
1996,"New York Simon Schuster , 1996 ",relevant
1968,"Crowell , 1968 ",irrelevant
1993,"New York Free Press , 1993 ",relevant
2001,"New ork Cambridge University Press , 2001 ",relevant
1981,"New York Basic Books , 1981 ",relevant
1988,"New York Pantheon , 1988 ",relevant
1968,"New York Random House , 1968 ",relevant
1978,"Fertig , 1978 ",relevant
1968,"Yoselof f , 1968 ",relevant
2002,"New York Metropolitan Books , 2002 ",relevant
2003,"Hoboken , NJ eshiva University Press , 2003 ",irrelevant
1990,"New York Oxford University Press , 1990 ",relevant
1962,"South Bend , University Notre Dame Press , 1962 ",irrelevant
2003,"New Brunswick , NJ Rutgers University Press , 2003.ResistanceUndergr ound Movements Asprey , Robert B ",relevant
1975,"Garden City , NY Doubleday , 1975 ",relevant
1977,"Cambridge , MIT Press , 1977 ",irrelevant
2008,"Toronto Dundurn , 2008 ",irrelevant
1972,"Garden City , NY Doubleday , 1972 ",relevant
1980,"New York Dutton , 1980.Intelligence Accocer , Pierce , Pierce Quet ",relevant
1967,"New York CowardMcCann , 1967 ",relevant
2000,"New ork Cambridge University Press , 2000 ",relevant
1998,"Lawrence University Press Kansas , 1998 ",irrelevant
1978,"Garden City , NY Doubleday , 1978 ",relevant
1980,"New York Scribner , 1980 ",relevant
1975,"New ork Harper Row , 1975 ",relevant
1987,"New ork Macmillan , 1987 ",relevant
2000,"New ork Free Press , 2000 ",relevant
1980,"New ork Pantheon , 1980 ",relevant
1977,"Palo Alto , CA Pacific Books , 1977 ",relevant
1988,"Washington , DC Regnery Gateway , 1988 ",irrelevant
1992,"Washington , DC National Archives Records Administration , 1992 ",irrelevant
1979,"New ork Oxford University Press , 1979 ",relevant
1992,"Lawrence University Press Kansas , 1992 ",irrelevant
1967,"New ork Random House , 1967 ",relevant
1972,"McKay , 1972 ",irrelevant
1980,"New ork Scribner , 1980 ",relevant
1980,"New ork imes Books , 1980 ",relevant
2000,"Woodstock , NY Overlook , 2000 ",irrelevant
1979,"Annapolis , MD Naval Institute Press , 1979 ",irrelevant
3603,Room 3603 Story British Intelligence Center New York World W ar II ,relevant
1963,"New ork Farrar , Straus , 1963 ",relevant
1958,"New York McKay , 1958 ",relevant
1978,"New York Coward , McCann , Geoghegan , 1978 ",relevant
1978,"New York Macmill , 1978.Kahn , David ",relevant
1991,"Boston Houghton Mif flin , 1991 ",irrelevant
1984,"Frederick , MD University Publications America , 1984 ",relevant
1972,"New York Basic Books , 1972 ",relevant
1985,"Morrow , 1985 ",irrelevant
1995,"New ork Crown , 1995 ",relevant
1982,"New York Farrar , Straus Giroux , 1982 ",relevant
1978,"New ork McGrawHill , 1978 ",relevant
1939,DoubleCr os System War 1939 1945 ,relevant
1972,"New , CT Yale University Press , 1972 ",relevant
1984,"Princeton , NJ Princeton University Press , 1984 ",irrelevant
1968,"New ork Atheneum , 1968 ",relevant
1984,"New York Stein Day , 1984 ",relevant
1973,"Philadelphia Dorrance , 1973 ",relevant
2001,"New York Random House , 2001 ",relevant
1995,"New ork Random House , 1995 ",relevant
1984,"New ork McGrawHill , 1984 ",relevant
1985,"New ork Random House , 1985 ",relevant
1986,"Frederick , MD University Publications America , 1986 ",relevant
2000,"New ork W iley , 2000 ",relevant
1996,"Lawrence University Press Kansas , 1996 ",irrelevant
1993,"Novato , CA Presidio , 1993 ",irrelevant
2001,"New York Arcade , 2001 ",relevant
1985,"Ithaca , NY Cornell University Press , 1985 ",relevant
1982,"New York McGrawHill , 1982 ",relevant
1998,"Martin , 1998 ",relevant
1987,"New ork Morrow , 1987 ",relevant
1974,"New ork Harper Row , 1974.Wires , Richard ",relevant
1999,"Westport , CT Praeger , 1999 ",relevant
1985,"Garden City , NY Dial , 1985 ",irrelevant
1983,"New ork Oxford University Press , 1983 ",relevant
2008,"New ork Berkley Caliber , 2008 ",relevant
1966,"London HMSO , 1966 ",relevant
1978,"Martin , 1978 ",relevant
1963,"Boston Little , Brown , 1963 ",relevant
1963,"Boston Little , Brown , 1963 ",relevant
1983,"New York Basic Books , 1983 ",relevant
1980,"Toronto University oronto Press , 1980 ",irrelevant
1987,"New ork Dodd , Mead , 1987 ",relevant
1998,"Woodstock , NY Overlook , 1998 ",irrelevant
2001,"Woodstock , NY Overlook , 2001 ",irrelevant
1989,"New York Oxford University Press , 1989 ",relevant
1996,"New , CT Yale University Press , 1996 ",relevant
1965,"New ork Simon Schuster , 1965 ",relevant
1961,"New Brunswick , NJ Rutgers University Press , 1961 ",relevant
1953,"Caldwell , ID Caxton , 1953 ",irrelevant
1972,"New York Knopf , 1972 ",relevant
2001,"New York Carroll Graf , 2001 ",relevant
2002,"New ork Simon Schuster , 2002 ",relevant
2000,"Martin , 2000 ",relevant
2000,"Selinsgrove , PA Susquehanna University Press , 2000.Charmley , John ",relevant
1995,"New ork Harcourt , Brace , 1995 ",relevant
1970,"New ork Oxford University Press , 1970 ",relevant
2012,"New York Penguin , 2012 ",relevant
2001,"New ork Enigma Books , 2001 ",relevant
1991,"Morrow , 1991 ",irrelevant
1983,"Seattle University W ashington Press , 1983 ",relevant
1941,"Decisi Aid Russia , 1941 Foreign Policy Domestic Politics ",relevant
1959,"Chapel Hill University North Carolina Press , 1959 ",relevant
1962,"New York Harper Row , 1962 ",relevant
1991,"New York Norton , 1991 ",relevant
1963,"Norman University Oklahoma Press , 1963 ",relevant
1966,"Norman University Oklahoma Press , 1966 ",relevant
1957,"Princeton , NJ Princeton University Press , 1957 ",irrelevant
1993,"Dee , 1993 ",irrelevant
1943,1943 V ictory Never W ,relevant
1980,"New ork Hill W ang , 1980 ",relevant
1998,"New ork Cambridge University Press , 1998 ",relevant
1988,"New ork Oxford University Press , 1988 ",relevant
1940,"New ork Putnam , 1940 ",relevant
1973,"New ork Columbia , 1973 ",relevant
1997,"New , CT Yale University Press , 1997 ",relevant
1981,"Martin , 1981 ",relevant
1987,"New ork Franklin W atts , 1987 ",relevant
1958,"Stanford , CA Stanf ord University Press , 1958 ",irrelevant
1940,"New ork W ilfred Funk , 1940 ",relevant
1994,"New York Simon Schuster , 1994 ",relevant
1984,"Princeton , NJ Princeton University Press , 1984 ",irrelevant
1997,"Morrow , 1997 ",irrelevant
1991,"Princeton , NJ Princ eton University Press , 1991 ",relevant
1969,"Baltimor e Johns Hopkins University Press , 1969.Krug , HansJoachim ",relevant
2001,"Annapolis , MD Naval Institute Press , 2001 ",irrelevant
1947,"New ork Knopf , 1947 ",relevant
1952,"New ork Harper , 1952 ",relevant
1953,"New ork Harper , 1953 ",relevant
1976,"New York Norton , 1976 ",relevant
1990,"Tokyo University okyo Press , 1990 ",irrelevant
2001,"New York New ork University Press , 2001 ",relevant
1972,"Tallahassee Diplomatic Press , 1972 ",irrelevant
1972,"John University Press , 1972 ",relevant
1940,"Five Days London , May 1940 ",irrelevant
1999,"New , CT Yale University Press , 1999 ",relevant
2001,"Westport , CT Praeger , 2001 ",relevant
1990,"San Diego Harcourt Brace Jovanovich , 1990 ",irrelevant
2003,"New York Random House , 2003 ",relevant
1988,"Chapel Hill University North Carolina Press , 1988 ",relevant
1977,"Berkeley University California Press , 1977 ",irrelevant
1988,"Chapel Hill University North Carolina Press , 1988 ",relevant
1976,"New York Columbia University Press , 1976 ",relevant
1964,"Garden City , NY Doubleday , 1964 ",relevant
1990,"New ork Praeger , 1990 ",relevant
1971,"New York Norton , 1971 ",relevant
1993,"Martin , 1993 ",relevant
1993,"Colu mbia University Missouri Press , 1993 ",irrelevant
1939,"Britain , Poland , Eastern Front , 1939 ",relevant
1987,"New York Cambridge University Press , 1987 ",relevant
1995,"Stanford , CA Stanford University Press , 1995 ",irrelevant
1988,"New ork Norton , 1988.Reynolds , David ",relevant
1982,"Chapel Hill University North Carolina Press , 1982 ",relevant
1994,"Martin , 1994 ",relevant
1966,"Hamden , CT Archon Books , 1966 ",irrelevant
1977,"New ork Norton , 1977 ",relevant
1937,"Chamberlain Roosevelt British Foreign Policy United States , 1937 1940 ",relevant
1988,"Columbus Ohio State University Press , 1988 ",irrelevant
1961,"New ork Norton , 1961 ",relevant
1994,"Washington Square , NY New ork University Press , 1994 ",relevant
1943,"Turnin g Point Roosevelt , Stalin , Chur chill , ChiangKaiShek , 1943 Moscow , Cair , eheran Confer ences ",relevant
1985,"Oxford Oxford University Press , 1985 ",relevant
2003,"Boulder , CO W estview , 2003 ",relevant
1975,"New York Knopf , 1975 ",relevant
1945,"Fighting Finish Politics War Termination United States Japan , 1945 ",relevant
1988,"Ithaca , NY Cornell University Press , 1988 ",relevant
1977,"Beverly Hills Sage , 1977 ",irrelevant
1963,"Boston Houghton Mifflin , 1963 ",relevant
1956,"Baton Rouge Louisiana State University Press , 1956 ",irrelevant
2000,"Woodstock , NY Overlook , 2000 ",irrelevant
2000,"Chapel Hill University North Carolina Press , 2000 ",relevant
1977,"Westport , CT Greenwood , 1977 ",irrelevant
1979,"Martin , 1979 ",relevant
1978,"New ork Oxford University Press , 1978 ",relevant
1963,"Chicago University Chicago Press , 1963 ",irrelevant
1970,"New York Macmillan , 1970 ",relevant
1996,"Westport , CT Praeger , 1996 ",relevant
1997,"Chapel Hill University North Carolina Press , 1997 ",relevant
1979,"Columbia University Missouri Press , 1979 ",irrelevant
1970,"Chicago University Chicago Press , 1970 ",irrelevant
1980,"Chicago University Chicago Press , 1980.Wylie , Neville ",irrelevant
2002,"New York Cambridge University Press , 2002 ",relevant
1997,"New York Longman , 1997 ",relevant
1945,1945 W ar Never Ended ,relevant
2005,"New , CT Yale University Press , 2005 ",relevant
1966,"New ork Macmillan , 1966 ",relevant
1966,"Princeton , NJ Princeton University Press , 1966 ",irrelevant
1995,"Holt , 1995 ",relevant
2012,"Martin , 2012 ",relevant
2001,"Lexington University Press Kentucky , 2001 ",irrelevant
1971,"Princeton , NJ Princeton University Press , 1971 ",irrelevant
1996,"New ork Random House , 1996 ",relevant
1945,"Interr ogations Nazi Elite Allied Hands , 1945 ",irrelevant
2001,"New ork V iking , 2001 ",relevant
1979,"Austin University exas Press , 1979 ",relevant
1968,"Boston Beacon , 1968 ",irrelevant
1975,"Oxford , UK Clarendon , 1975 ",relevant
1970,"Colu mbia University Missouri Press , 1970 ",irrelevant
1987,"New York Atheneum , 1987 ",relevant
1945,"Last Great Victor End World War II , JulyAugust 1945 ",relevant
1995,"New York Truman alley Books , 1995 ",relevant
1999,"Philadelphia Institute Physics , 1999 ",irrelevant
2002,"New ork Simon Schuster , 2002 ",relevant
1996,"University Park Pennsylvania State University Press , 1996 ",irrelevant
1967,"Boston Little , Brown , 1967 ",relevant
1962,"New ork Harper , 1962.Harris , Sheldon H",relevant
1994,"New ork Routledge , 1994 ",relevant
2000,"Martin , 2000 ",relevant
1980,"New York Knopf , 1980 ",relevant
1983,"New ork Simon Schuster , 1983 ",relevant
1968,"New ork Simon Schuster , 1968 ",relevant
1972,"New ork W alker , 1972 ",relevant
1981,"New ork Crown , 1981 ",relevant
1995,"New ork Free Press , 1995 ",relevant
1994,"DeKalb Northern Illinois University Press , 1994 ",irrelevant
1995,"New York Simon Schuster , 1995 ",relevant
1986,"New ork Simon Schuster , 1986 ",relevant
1996,"Buffalo , NY McGillQueen University Press , 1996 ",irrelevant
1979,"New York Kodansh International , 1979 ",relevant
1995,"Martin , 1995 ",relevant
1970,"Garden City , NY Doubleday , 1970 ",relevant
1989,"New ork Grove W eidenfeld , 1989 ",relevant
1941,"President Roosevelt Coming W ar , 1941 Study Appearances Realities ",relevant
1948,"New , CT Yale University Press , 1948 ",relevant
1940,Chur chill 1940 ,relevant
1964,"Boston Houghton Mif flin , 1964 ",irrelevant
2002,"New ork Oxford University Press , 2002 ",relevant
1941,"Hitler Japanese Confidant General Oshima Hiroshi MAGIC Intelligence , 1941 1945 ",relevant
1993,"Lawrence University Press Kansas , 1993 ",irrelevant
2001,"Berkeley University California Press , 2001 ",irrelevant
1980,"Boston Little , Brown , 1980 ",relevant
1974,"Boston Little , Brown , 1974 ",relevant
1962,"New ork Harper Row , 1962 ",relevant
1992,"New ork Knopf , 1992 ",relevant
1959,"Cleveland , OH W orld Publishing , 1959 ",relevant
1961,"New ork McGrawHill , 1961 ",relevant
1986,"New ork Random House , 1986 ",relevant
1974,"New ork Harcourt Brace Jovanovich , 1974 ",relevant
1948,"Garden City , NY Doubleday , 1948 ",relevant
1992,"London Arms Armour , 1992 ",irrelevant
1952,"New ork Dutton , 1952 ",relevant
1994,"New York Random House , 1994 ",relevant
1957,"New York Oxford University Press , 1957 ",relevant
1950,"New ork Octagon Books , 1950 ",relevant
1990,"Nashville V anderbilt University Press , 1990 ",irrelevant
1991,"New ork Grove W eidenfeld , 1991 ",relevant
2000,"Novato , CA Presidi , 2000 ",irrelevant
1955,"Regnery , 1955 ",irrelevant
1964,"New ork Hawthorn Books , 1964 ",relevant
1990,"New ork Scribner , 1990 ",relevant
1943,"New York Random House , 1943 ",relevant
1948,"Morrow , 1948 ",irrelevant
1964,"New ork McGrawHill , 1964 ",relevant
1976,"New ork Stein Day , 1976 ",relevant
1958,"Regnery , 1958 ",irrelevant
1947,"Washington , DC Infantry Journal , 1947 ",irrelevant
1973,"New York Harper Row , 1973 ",relevant
1956,"Norman University Oklahoma Press , 1956 ",relevant
1985,"Seattle University W ashington Press , 1985 ",relevant
1954,"Philadelphia Lippincott , 1954 ",relevant
1996,"Washington , DC Ber g , 1996 ",relevant
1980,"Annapolis , MD Naval Institute Press , 1980.Mussolini , Benito ",relevant
1968,"Fertig , 1968 ",relevant
1947,"Boston Houghton Mif flin , 1947 ",irrelevant
1981,"Bloomington Indiana University Press , 1981 ",irrelevant
2001,"Lexington University Press Kentucky , 2001 ",irrelevant
1976,"Annapolis , MD Naval Institute Press , 1976 ",irrelevant
2009,"New ork Harper , 2009 ",relevant
1989,"New York Oxford University Press , 1989 ",relevant
1997,"Toronto Dundurn , 1997 ",irrelevant
1943,"New ork Scribner , 1943 ",relevant
1941,"New York Knopf , 1941 ",relevant
2007,"New ork Presidio , 2007 ",relevant
1982,"New ork Knopf , 1982 ",relevant
1970,"New York Macmillan , 1970 ",relevant
1948,"New York Harper , 1948 ",relevant
1992,"New ork Knopf , 1992 ",relevant
1969,"Boston Gambit , 1969 ",irrelevant
1943,"New ork Random House , 1943 ",relevant
1947,"New ork Macmillan , 1947 ",relevant
1977,"New ork Basic Books , 1977 ",relevant
1945,"New ork Simon Schuster , 1945 ",relevant
1985,"New ork Knopf , 1985 ",relevant
1924,"Quest Lebensraum Extract Adolf Hitler , Mein Kampf , 1924 2 ",relevant
1932,"Benito Mussolini Giovanni Gentil e , Fascism Article Italian Encyclopedia , 1932 3 ",relevant
1933,"Oxford Union Debate Report imes , February 1 1 , 1933 4 ",relevant
1933,"Japan Withdraws League Nations Count Yasuya Ichida , Japanese Minister Foreign Af fair , elegram SecretaryGeneral League Nations , March 27 , 1933 5 ",relevant
1933,"Adolf Hitler , Proclamation Address German People , October 14 , 1933 6 ",relevant
1935,"German Law Military Service , March 16 , 1935 7 ",relevant
1935,"Soviet Union Embraces Popular Front Resolution Seventh World Congress Communist International , August 1935 8 ",relevant
1935,"United States Neutrality Act , August 31 , 1935 9 ",relevant
1935,"Roosevelt , Message Neutrality Act , September 1935 10 ",relevant
1935,"Benito Mussolini , Call Arms Speech Followers , October 2 , 1935 11.President Franklin D",relevant
1935,"Roosevelt , Statement Imposing Arms Embar go Ethiopia Italy , October 30 , 1935 12 ",relevant
1935,"Nurember g Laws Citizenship Race Reich Citizenship Law September 15 , 1935 , Supplementary Decree , November 14 , 1935 13 ",relevant
1936,"United States Neutrality Act , February 29 , 1936 14 ",relevant
1936,"German Memorandum Respecting Termination Treaty Locarno Reoccupation Rhineland , March 7 , 1936 15 ",relevant
1936,"Geor gi Dimitrov , SecretaryGeneral Third Communist International , Telegram Secretariat Chinese Communist Party Central Committee , August 15 , 1936 16 ",relevant
1936,"AntiComintern Pact GermanJapanes e Agreement Supplementary Protocol , Signed Berlin , November 25 , 1936 17 ",relevant
1937,"Joint Congressional Resolution Prohibiting Exports Arms Spain , January 8 , 1937 18 ",relevant
1937,"Communism Spanish Civil War Jos Diaz , Unity , Victory , Report Central Committee Communist Party Spain , March 5 , 1937 19 ",relevant
1937,"United States Neutrality Act , May 1 , 1937 20 ",relevant
1937,"Department State , July 12 , 1937 21 ",irrelevant
1937,"Mao Zedong , Urgent Tasks Chines e Revolution since Formation Kuomintang Chinese Communist Party United Front , September 1937 22 ",relevant
1937,"Roosevelt , Quarantine Speech , October 5 , 1937 23 ",relevant
1937,"Hossb ach Memo randum , Berlin , November 10 , 1937 Minutes Conference Reich Chancellery , Berlin , November 5 , 1937 , 415 830 p.m",relevant
1938,"Roosevelt , Message Congress Recommending Increased Armament National Defense , January 28 , 1938 26 ",relevant
1938,"Kurt von Schuschnigg , March 1 1 , 1938 27 ",relevant
1938,"Press Relea se Issued Department State September 26 , 1938 President Franklin D",relevant
1938,"Roosevelt , Message Sent Directly President Czechoslovakia Chancellor Germany Secretary State Prime Ministers Great Britain France , Morning September 26 , 1938 28 ",relevant
1938,"Agreement Concluded Munich Germany , Great Britain , France , Italy , September 29 , 1938 29 ",relevant
1938,"Neville Chamberlain , Peace ime , September 30 , 1938 30 ",relevant
1938,"Japanese Prime Minister Prince Konoe , Statement China , December 22 , 1938 31 ",relevant
1939,"Congress , January 12 , 1939 32 ",irrelevant
1939,"Western Guarantee Polish Indepen dence British Prime Minister Neville Chamberlain , Statement House Commons , March 31 , 1939 33 ",relevant
1939,"Adolf Hitler , Directive Operation White , Attack Poland , April 1 1 , 1939 34 ",relevant
1939,"Roosevelt , August 2 , 1939 35 ",relevant
1939,"British Prime Minister Neville Chamberlain Adolf Hitler , August 22 , 1939 36 ",relevant
1941,"NaziSoviet NonAggression Pact , Protocols , Clarifications , August 23 , 1939January 10 , 1941 37 ",irrelevant
1939,"Roosevelt , elegram German Chancellor Adolf Hitler , August 24 , 1939 38 ",relevant
1939,"Agreement Mutual Assistance United Kingdom Poland , London , August 25 , 1939 39 ",relevant
1939,"Benito Mussolini Adolf Hitler , August 25 , 1939 40 ",relevant
1939,"Message Communicated British Ambassador Berlin Sir Nevile Henderson State Secretary Foreign Af fair Joachim von Ribbentrop , August 31 , 1939 , 915 p.m",relevant
1939,"Clare Hollingworth , German Invasion Poland , August 30September 1 , 1939 42 ",relevant
1939,"British Prime Minister Neville Chamber lain , Speech British House Commons , September 1 , 1939 43 ",relevant
1939,"Telegram British Foreign Secretary British Ambassador Berlin , September 3 , 1939 , 500 a.m",relevant
1939,"German Reply British Ultimatum , September 3 , 1939 , 1 120 a.m",relevant
1939,"French Premier douard Daladier , Statement Nation , September 3 , 1939 46 ",relevant
1939,"Roosevelt , Radio Address , September 3 , 1939 47 ",relevant
1939,"Statement Issued Indian Congress W orking Committee , September 15 , 1939 48 ",relevant
1939,"Declaration Governments German Reich Soviet Union , September 28 , 1939 49 ",relevant
1939,"Declaration Panama , Adopted Meeting Ministers Foreign Affairs American Republics Panama , October 3 , 1939 50 ",relevant
1939,"Roosevelt Albert Einstein , October 19 , 1939 51 ",relevant
1939,"Heinrich Himmler , Order Members German SS Police , October 28 , 1939 52 ",relevant
1939,"General Hans Frank , Decree Combating Violent Acts General Government Poland , October 31 , 1939 53 ",relevant
1939,"54 , November 4 , 1939 54 ",irrelevant
1939,"Roosevelt , Statement Finland , December 1 , 1939 56 ",relevant
1940,"Mao Zedong , New Democracy , January 1940 57 ",relevant
1940,"Chinese Communists Request Financial Assistance Soviet Union Geor gi Dimitrov Joseph Stalin , February 23 , 1940 58 ",relevant
1940,"Blood , Toil , Tears , Sweat Winston Churchill , Speech British House Commons , May 13 , 1940 59 ",relevant
1940,"Shall Never Surrender Winston Churchill , Speech British House Commons , June 4 , 1940 60 ",relevant
1940,"Benito Mussolini , Speech W ar Entry , June 10 , 1940 61 ",relevant
1940,"Finest Hour Winston Churchill , Speech British House Commons , June 18 , 1940 62 ",relevant
1940,"General Charles de Gaulle , Speech British Radio , London , June 18 , 1940 63 ",relevant
1940,"Armistice Agreement Germa n High Command Armed Forces French Plenipotentiaries , Compigne , June 22 , 1940 64 ",relevant
1940,"Berle James Dunn , June 26 , 1940 , Describing Methods Obstructing Granting YOU.S ",relevant
1940,"Roosevelt , Mess age Congress Recommending Additional Appropriations National Defense , July 10 , 1940 66 ",relevant
1940,"Declaration Reciprocal Assistance Cooperation Defense Nations Americas , Adopted Meeting Ministers Foreign Affairs American Republics Havana , July 30 , 1940 67 ",relevant
1940,"German Foreign Minister Count Joachim von Ribbentrop , Authority Nazi Ambassador Vichy France Otto Abetz , August 3 , 1940 68 ",relevant
1940,"Reich Economics Minister Walter Funk , Memorandum Hermann Gring , Proposals New Order Europe , August 6 , 1940 69 ",relevant
1940,"W inston Churchill , Speech British House Commons , August 20 , 1940 70 ",relevant
1940,"United States National Defense Advisory Commission Directive , August 31 , 1940 Sent President Franklin D",relevant
